2016-06-07 12:43:20 | INFO  | main       | ner.ConsumerListener:28    | In onMessage()
2016-06-07 13:08:36 | INFO  | main       | pter.ConsumerAdapter:18    | Sending to MongoDB
2016-06-07 13:10:26 | INFO  | main       | pter.ConsumerAdapter:18    | Sending to MongoDB
2016-06-07 13:13:26 | INFO  | main       | pter.ConsumerAdapter:19    | Sending to MongoDB
2016-06-07 13:13:26 | INFO  | main       | pter.ConsumerAdapter:23    | converting JSON to DBObject
2016-06-07 13:13:26 | INFO  | main       | pter.ConsumerAdapter:26    | inserted into MongoDB
2016-06-07 13:14:11 | INFO  | main       | pter.ConsumerAdapter:19    | Sending to MongoDB
2016-06-07 13:14:11 | INFO  | main       | pter.ConsumerAdapter:23    | converting JSON to DBObject
2016-06-07 13:14:11 | INFO  | main       | pter.ConsumerAdapter:26    | inserted into MongoDB
2016-06-07 13:18:49 | INFO  | main       | pter.ConsumerAdapter:21    | Sending to MongoDB
2016-06-07 13:18:49 | INFO  | main       | pter.ConsumerAdapter:25    | converting JSON to DBObject
2016-06-07 13:19:48 | INFO  | main       | pter.ConsumerAdapter:21    | Sending to MongoDB
2016-06-07 13:19:49 | INFO  | main       | pter.ConsumerAdapter:25    | converting JSON to DBObject
2016-06-07 13:21:05 | INFO  | main       | pter.ConsumerAdapter:21    | Sending to MongoDB
2016-06-07 13:21:17 | INFO  | main       | pter.ConsumerAdapter:25    | converting JSON to DBObject
2016-06-07 13:23:49 | INFO  | main       | pter.ConsumerAdapter:22    | Sending to MongoDB
2016-06-07 13:23:49 | INFO  | main       | pter.ConsumerAdapter:26    | converting JSON to DBObject
2016-06-07 13:23:49 | INFO  | main       | pter.ConsumerAdapter:29    | inserted into MongoDB
2016-06-07 15:46:18 | INFO  | main       | pter.ConsumerAdapter:22    | Sending to MongoDB
2016-06-07 15:46:19 | INFO  | main       | pter.ConsumerAdapter:26    | converting JSON to DBObject
2016-06-07 15:46:19 | INFO  | main       | pter.ConsumerAdapter:29    | inserted into MongoDB
2016-06-07 15:50:30 | INFO  | main       | pter.ConsumerAdapter:22    | Sending to MongoDB
2016-06-07 15:50:31 | INFO  | main       | pter.ConsumerAdapter:26    | converting JSON to DBObject
2016-06-07 15:50:31 | INFO  | main       | pter.ConsumerAdapter:29    | inserted into MongoDB
2016-06-07 15:50:32 | INFO  | main       | ner.ConsumerListener:28    | In onMessage()
2016-06-07 15:50:32 | INFO  | main       | ner.ConsumerListener:33    | Sending json to DB {vendorName:"Microsofttest3",firstName:"BobTest3",lastName:"SmithTest3",address:"123 Main test3",city:"TulsaTest",state:"OKTest",zip:"71345Test",email:"Bob@microsoft.test",phoneNumber:"test-123-test"}
2016-06-07 15:50:32 | INFO  | main       | pter.ConsumerAdapter:22    | Sending to MongoDB
2016-06-07 15:50:32 | INFO  | main       | pter.ConsumerAdapter:26    | converting JSON to DBObject
2016-06-07 15:50:32 | INFO  | main       | pter.ConsumerAdapter:29    | inserted into MongoDB
2016-06-07 15:51:07 | INFO  | main       | ner.ConsumerListener:28    | In onMessage()
2016-06-07 15:51:07 | INFO  | main       | ner.ConsumerListener:33    | Sending json to DB {vendorName:"Microsofttest3",firstName:"BobTest3",lastName:"SmithTest3",address:"123 Main test3",city:"TulsaTest",state:"OKTest",zip:"71345Test",email:"Bob@microsoft.test",phoneNumber:"test-123-test"}
2016-06-07 15:51:07 | INFO  | main       | pter.ConsumerAdapter:22    | Sending to MongoDB
2016-06-07 15:51:08 | INFO  | main       | pter.ConsumerAdapter:26    | converting JSON to DBObject
2016-06-07 15:51:08 | INFO  | main       | pter.ConsumerAdapter:29    | inserted into MongoDB
2016-06-07 16:07:47 | INFO  | main       | ner.ConsumerListener:28    | In onMessage()
2016-06-07 16:07:47 | INFO  | main       | ner.ConsumerListener:33    | Sending json to DB {vendorName:"Microsofttest3",firstName:"BobTest3",lastName:"SmithTest3",address:"123 Main test3",city:"TulsaTest",state:"OKTest",zip:"71345Test",email:"Bob@microsoft.test",phoneNumber:"test-123-test"}
2016-06-07 16:07:47 | INFO  | main       | pter.ConsumerAdapter:22    | Sending to MongoDB
2016-06-07 16:07:47 | INFO  | main       | pter.ConsumerAdapter:26    | converting JSON to DBObject
2016-06-07 16:07:47 | INFO  | main       | pter.ConsumerAdapter:29    | inserted into MongoDB
2016-06-07 18:52:57 | INFO  | main       | pter.ConsumerAdapter:22    | Sending to MongoDB
2016-06-07 18:52:57 | INFO  | main       | pter.ConsumerAdapter:26    | converting JSON to DBObject
2016-06-07 18:52:57 | INFO  | main       | pter.ConsumerAdapter:29    | inserted into MongoDB
2016-06-07 18:52:58 | INFO  | main       | ner.ConsumerListener:28    | In onMessage()
2016-06-07 18:52:58 | INFO  | main       | ner.ConsumerListener:33    | Sending json to DB {vendorName:"Microsofttest3",firstName:"BobTest3",lastName:"SmithTest3",address:"123 Main test3",city:"TulsaTest",state:"OKTest",zip:"71345Test",email:"Bob@microsoft.test",phoneNumber:"test-123-test"}
2016-06-07 18:52:58 | INFO  | main       | pter.ConsumerAdapter:22    | Sending to MongoDB
2016-06-07 18:52:58 | INFO  | main       | pter.ConsumerAdapter:26    | converting JSON to DBObject
2016-06-07 18:52:58 | INFO  | main       | pter.ConsumerAdapter:29    | inserted into MongoDB
2016-06-07 18:59:57 | INFO  | main       | pter.ConsumerAdapter:22    | Sending to MongoDB
2016-06-07 18:59:57 | INFO  | main       | pter.ConsumerAdapter:26    | converting JSON to DBObject
2016-06-07 18:59:58 | INFO  | main       | pter.ConsumerAdapter:29    | inserted into MongoDB
2016-06-07 18:59:59 | INFO  | main       | ner.ConsumerListener:28    | In onMessage()
2016-06-07 18:59:59 | INFO  | main       | ner.ConsumerListener:33    | Sending json to DB {vendorName:"Microsofttest3",firstName:"BobTest3",lastName:"SmithTest3",address:"123 Main test3",city:"TulsaTest",state:"OKTest",zip:"71345Test",email:"Bob@microsoft.test",phoneNumber:"test-123-test"}
2016-06-07 18:59:59 | INFO  | main       | pter.ConsumerAdapter:22    | Sending to MongoDB
2016-06-07 18:59:59 | INFO  | main       | pter.ConsumerAdapter:26    | converting JSON to DBObject
2016-06-07 18:59:59 | INFO  | main       | pter.ConsumerAdapter:29    | inserted into MongoDB
2016-06-07 19:21:22 | INFO  | main       | pter.ConsumerAdapter:22    | Sending to MongoDB
2016-06-07 19:21:22 | INFO  | main       | pter.ConsumerAdapter:26    | converting JSON to DBObject
2016-06-07 19:21:22 | INFO  | main       | pter.ConsumerAdapter:29    | inserted into MongoDB
2016-06-07 19:21:23 | INFO  | main       | ner.ConsumerListener:28    | In onMessage()
2016-06-07 19:21:23 | INFO  | main       | ner.ConsumerListener:33    | Sending json to DB {vendorName:"Microsofttest3",firstName:"BobTest3",lastName:"SmithTest3",address:"123 Main test3",city:"TulsaTest",state:"OKTest",zip:"71345Test",email:"Bob@microsoft.test",phoneNumber:"test-123-test"}
2016-06-07 19:21:23 | INFO  | main       | pter.ConsumerAdapter:22    | Sending to MongoDB
2016-06-07 19:21:23 | INFO  | main       | pter.ConsumerAdapter:26    | converting JSON to DBObject
